pair_id,research_query_id,research_question_zh,research_question_en,acquisition_query_id,openalex_id,title,abstract,landing_page_url,publication_year,doi,source_query_ids,source_run_ids,pool_version,selection_bucket
w4_rq03_007,rq03_spectral_preprocessing,机器学习如何用于恒星光谱的预处理、降噪、归一化、校准或质量改进？,"How is machine learning used for preprocessing, denoising, normalization, calibration, or quality improvement of stellar spectra?",q04_preprocessing,https://openalex.org/W4220667678,The EXPRES Stellar Signals Project II. State of the Field in Disentangling Photospheric Velocities,"Abstract Measured spectral shifts due to intrinsic stellar variability (e.g., pulsations, granulation) and activity (e.g., spots, plages) are the largest source of error for extreme-precision radial-velocity (EPRV) exoplanet detection. Several methods are designed to disentangle stellar signals from true center-of-mass shifts due to planets. The Extreme-precision Spectrograph (EXPRES) Stellar Signals Project (ESSP) presents a self-consistent comparison of 22 different methods tested on the same extreme-precision spectroscopic data from EXPRES. Methods derived new activity indicators, constructed models for mapping an indicator to the needed radial-velocity (RV) correction, or separated out shape- and shift-driven RV components. Since no ground truth is known when using real data, relative method performance is assessed using the total and nightly scatter of returned RVs and agreement between the results of different methods. Nearly all submitted methods return a lower RV rms than classic linear decorrelation, but no method is yet consistently reducing the RV rms to sub-meter-per-second levels. There is a concerning lack of agreement between the RVs returned by different methods. These results suggest that continued progress in this field necessitates increased interpretability of methods, high-cadence data to capture stellar signals at all timescales, and continued tests like the ESSP using consistent data sets with more advanced metrics for method performance. Future comparisons should make use of various well-characterized data sets—such as solar data or data with known injected planetary and/or stellar signals—to better understand method performance and whether planetary signals are preserved.",https://doi.org/10.3847/1538-3881/ac5176,2022,10.3847/1538-3881/ac5176,"[""q04_preprocessing""]","[""20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706""]",w4_pilot_v0.1,rank_shift
w4_rq03_008,rq03_spectral_preprocessing,机器学习如何用于恒星光谱的预处理、降噪、归一化、校准或质量改进？,"How is machine learning used for preprocessing, denoising, normalization, calibration, or quality improvement of stellar spectra?",q04_preprocessing,https://openalex.org/W4387971543,JADES Initial Data Release for the Hubble Ultra Deep Field: Revealing the Faint Infrared Sky with Deep JWST NIRCam Imaging,"Abstract JWST has revolutionized the field of extragalactic astronomy with its sensitive and high-resolution infrared view of the distant Universe. Adding to the new legacy of JWST observations, we present the first NIRCam imaging data release from the JWST Advanced Deep Extragalactic Survey (JADES), providing nine filters of infrared imaging of ∼25 arcmin 2 covering the Hubble Ultra Deep Field and portions of Great Observatories Origins Deep Survey South. Utilizing 87 on-sky dual-filter hours of exposure time, these images reveal the deepest ever near-infrared view of this iconic field. We supply carefully constructed nine-band mosaics of the JADES bands, as well as matching reductions of five additional bands from the JWST Extragalactic Medium-band Survey. Combining with existing Hubble Space Telescope imaging, we provide 23-band space-based photometric catalogs and photometric redshifts for ≈47,500 sources. To promote broad engagement with JADES, we have created an interactive FitsMap website to provide an interface for professional researchers and the public to experience these JWST data sets. Combined with the first JADES NIRSpec data release, these public JADES imaging and spectroscopic data sets provide a new foundation for discoveries of the infrared Universe by the worldwide scientific community.",https://doi.org/10.3847/1538-4365/acf44d,2023,10.3847/1538-4365/acf44d,"[""q04_preprocessing""]","[""20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706""]",w4_pilot_v0.1,middle
w4_rq03_009,rq03_spectral_preprocessing,机器学习如何用于恒星光谱的预处理、降噪、归一化、校准或质量改进？,"How is machine learning used for preprocessing, denoising, normalization, calibration, or quality improvement of stellar spectra?",q04_preprocessing,https://openalex.org/W4391340948,Generating Stellar Spectra Using Neural Networks,"A new generative technique is presented in this paper that uses Deep Learning to reconstruct stellar spectra based on a set of stellar parameters. Two different Neural Networks were trained allowing the generation of new spectra. First, an autoencoder is trained on a set of BAFGK synthetic data calculated using ATLAS9 model atmospheres and SYNSPEC radiative transfer code. These spectra are calculated in the wavelength range of Gaia RVS between 8400 and 8800 Å. Second, we trained a Fully Dense Neural Network to relate the stellar parameters to the Latent Space of the autoencoder. Finally, we linked the Fully Dense Neural Network to the decoder part of the autoencoder and we built a model that uses as input any combination of Teff, logg, vesini, [M/H], and ξt and output a normalized spectrum. The generated spectra are shown to represent all the line profiles and flux values as the ones calculated using the classical radiative transfer code. The accuracy of our technique is tested using a stellar parameter determination procedure and the results show that the generated spectra have the same characteristics as the synthetic ones.",https://doi.org/10.3390/astronomy3010001,2024,10.3390/astronomy3010001,"[""q04_preprocessing""]","[""20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706""]",w4_pilot_v0.1,middle
w4_rq03_010,rq03_spectral_preprocessing,机器学习如何用于恒星光谱的预处理、降噪、归一化、校准或质量改进？,"How is machine learning used for preprocessing, denoising, normalization, calibration, or quality improvement of stellar spectra?",q04_preprocessing,https://openalex.org/W4399876663,A review of unsupervised learning in astronomy,"This review summarizes popular unsupervised learning methods, and gives an overview of their past, current, and future uses in astronomy. Unsupervised learning aims to organise the information content of a dataset, in such a way that knowledge can be extracted. Traditionally this has been achieved through dimensionality reduction techniques that aid the ranking of a dataset, for example through principal component analysis or by using auto-encoders, or simpler visualisation of a high dimensional space, for example through the use of a self organising map. Other desirable properties of unsupervised learning include the identification of clusters, i.e. groups of similar objects, which has traditionally been achieved by the k-means algorithm and more recently through density-based clustering such as HDBSCAN. More recently, complex frameworks have emerged, that chain together dimensionality reduction and clustering methods. However, no dataset is fully unknown. Thus, nowadays a lot of research has been directed towards self-supervised and semi-supervised methods that stand to gain from both supervised and unsupervised learning.",https://doi.org/10.1016/j.ascom.2024.100851,2024,10.1016/j.ascom.2024.100851,"[""q04_preprocessing""]","[""20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706""]",w4_pilot_v0.1,top
w4_rq03_011,rq03_spectral_preprocessing,机器学习如何用于恒星光谱的预处理、降噪、归一化、校准或质量改进？,"How is machine learning used for preprocessing, denoising, normalization, calibration, or quality improvement of stellar spectra?",q04_preprocessing,https://openalex.org/W2607233176,Unsupervised feature-learning for galaxy SEDs with denoising autoencoders,"With the increasing number of deep multi-wavelength galaxy surveys, the spectral energy distribution (SED) of galaxies has become an invaluable tool for studying the formation of their structures and their evolution. In this context, standard analysis relies on simple spectro-photometric selection criteria based on a few SED colors. If this fully supervised classification already yielded clear achievements, it is not optimal to extract relevant information from the data. In this article, we propose to employ very recent advances in machine learning, and more precisely in feature learning, to derive a data-driven diagram. We show that the proposed approach based on denoising autoencoders recovers the bi-modality in the galaxy population in an unsupervised manner, without using any prior knowledge on galaxy SED classification. This technique has been compared to principal component analysis (PCA) and to standard color/color representations. In addition, preliminary results illustrate that this enables the capturing of extra physically meaningful information, such as redshift dependence, galaxy mass evolution and variation over the specific star formation rate. PCA also results in an unsupervised representation with physical properties, such as mass and sSFR, although this representation separates out less other characteristics (bimodality, redshift evolution) than denoising autoencoders.",https://doi.org/10.1051/0004-6361/201630240,2017,10.1051/0004-6361/201630240,"[""q04_preprocessing""]","[""20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706""]",w4_pilot_v0.1,rank_shift
w4_rq03_012,rq03_spectral_preprocessing,机器学习如何用于恒星光谱的预处理、降噪、归一化、校准或质量改进？,"How is machine learning used for preprocessing, denoising, normalization, calibration, or quality improvement of stellar spectra?",q04_preprocessing,https://openalex.org/W4388514441,deep-REMAP: Parameterization of Stellar Spectra Using Regularized Multi-Task Learning,"Traditional spectral analysis methods are increasingly challenged by the exploding volumes of data produced by contemporary astronomical surveys. In response, we develop deep-Regularized Ensemble-based Multi-task Learning with Asymmetric Loss for Probabilistic Inference ($\rm{deep-REMAP}$), a novel framework that utilizes the rich synthetic spectra from the PHOENIX library and observational data from the MARVELS survey to accurately predict stellar atmospheric parameters. By harnessing advanced machine learning techniques, including multi-task learning and an innovative asymmetric loss function, $\rm{deep-REMAP}$ demonstrates superior predictive capabilities in determining effective temperature, surface gravity, and metallicity from observed spectra. Our results reveal the framework's effectiveness in extending to other stellar libraries and properties, paving the way for more sophisticated and automated techniques in stellar characterization.",http://arxiv.org/abs/2311.03738,2023,10.48550/arxiv.2311.03738,"[""q04_preprocessing""]","[""20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706""]",w4_pilot_v0.1,middle
w4_rq03_013,rq03_spectral_preprocessing,机器学习如何用于恒星光谱的预处理、降噪、归一化、校准或质量改进？,"How is machine learning used for preprocessing, denoising, normalization, calibration, or quality improvement of stellar spectra?",q04_preprocessing,https://openalex.org/W4401837813,SFNet: Stellar Feature Network with CWT for Stellar Spectra Recognition,"Abstract Stellar spectral classification is crucial in astronomical data analysis. However, existing studies are often limited by the uneven distribution of stellar samples, posing challenges in practical applications. Even when balancing stellar categories and their numbers, there is room for improvement in classification accuracy. This study introduces a Continuous Wavelet Transform using the Super Morlet wavelet to convert stellar spectra into wavelet images. A novel neural network, the Stellar Feature Network, is proposed for classifying these images. Stellar spectra from Large Sky Area Multi-Object Fiber Spectroscopic Telescope DR9, encompassing five equal categories (B, A, F, G, K), were used. Comparative experiments validate the effectiveness of the proposed methods and network, achieving significant improvements in classification accuracy.",https://doi.org/10.1088/1674-4527/ad7364,2024,10.1088/1674-4527/ad7364,"[""q04_preprocessing""]","[""20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706""]",w4_pilot_v0.1,middle
w4_rq03_014,rq03_spectral_preprocessing,机器学习如何用于恒星光谱的预处理、降噪、归一化、校准或质量改进？,"How is machine learning used for preprocessing, denoising, normalization, calibration, or quality improvement of stellar spectra?",q04_preprocessing,https://openalex.org/W3134861754,A novel stellar spectrum denoising method based on deep Bayesian modeling,"Abstract Spectrum denoising is an important procedure for large-scale spectroscopical surveys. This work proposes a novel stellar spectrum denoising method based on deep Bayesian modeling. The construction of our model includes a prior distribution for each stellar subclass, a spectrum generator and a flow-based noise model. Our method takes into account the noise correlation structure, and it is not susceptible to strong sky emission lines and cosmic rays. Moreover, it is able to naturally handle spectra with missing flux values without ad-hoc imputation. The proposed method is evaluated on real stellar spectra from the Sloan Digital Sky Survey (SDSS) with a comprehensive list of common stellar subclasses and compared to the standard denoising auto-encoder. Our denoising method demonstrates a superior performance to the standard denoising auto-encoder, in respect of denoising quality and missing flux imputation. It may be potentially helpful in improving the accuracy of the classification and physical parameter measurement of stars when applying our method during data preprocessing.",https://doi.org/10.1088/1674-4527/21/7/169,2021,10.1088/1674-4527/21/7/169,"[""q04_preprocessing""]","[""20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706""]",w4_pilot_v0.1,top
w4_rq03_015,rq03_spectral_preprocessing,机器学习如何用于恒星光谱的预处理、降噪、归一化、校准或质量改进？,"How is machine learning used for preprocessing, denoising, normalization, calibration, or quality improvement of stellar spectra?",q04_preprocessing,https://openalex.org/W4391229918,The first spatio-spectral Bayesian imaging of SN1006 in X-rays,"Supernovae (SNs) are an important source of energy in the interstellar medium. Young remnants of supernovae (SNRs) exhibit peak emission in the X-ray region, making them interesting objects for X-ray observations. In particular, the supernova remnant SN1006 is of great interest due to its historical record, proximity, and brightness. Thus, it has been studied with a number of X-ray telescopes. Improving X-ray imaging of this and other remnants is an important but challenging task, as it often requires multiple observations with different instrument responses to image the entire object. Here, we use Chandra observations to demonstrate the capabilities of Bayesian image reconstruction using information field theory (IFT). Our objective is to reconstruct denoised, deconvolved, and spatio-spectral resolved images from X-ray observations and to decompose the emission into different morphologies, namely, diffuse and point-like. Further, we aim to fuse data from different detectors and pointings into a mosaic and quantify the uncertainty of our result. By utilizing prior knowledge on the spatial and spectral correlation structure of the diffuse emission and point sources, this method allows for the effective decomposition of the signal into these two components. In order to accelerate the imaging process, we introduced a multi-step approach, in which the spatial reconstruction obtained for a single energy range is used to derive an informed starting point for the full spatio-spectral reconstruction. We applied this method to 11 Chandra observations of SN1006 from 2008 and 2012, providing a detailed, denoised, and decomposed view of the remnant. In particular, the separated view of the diffuse emission ought to provide new insights into the complex, small-scale structures in the center of the remnant and at the shock front profiles. For example, our analysis reveals sharp X-ray flux increases by up to two orders of magnitude at the shock fronts of SN1006.",https://doi.org/10.1051/0004-6361/202347750,2024,10.1051/0004-6361/202347750,"[""q04_preprocessing""]","[""20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706""]",w4_pilot_v0.1,bottom
w4_rq03_016,rq03_spectral_preprocessing,机器学习如何用于恒星光谱的预处理、降噪、归一化、校准或质量改进？,"How is machine learning used for preprocessing, denoising, normalization, calibration, or quality improvement of stellar spectra?",q04_preprocessing,https://openalex.org/W4288083930,Spectral modeling of type II supernovae,"There are now hundreds of publicly available supernova spectral time series. Radiative transfer modeling of this data provides insight into the physical properties of these explosions, such as the composition, the density structure, and the intrinsic luminosity, which is invaluable for understanding the supernova progenitors, the explosion mechanism, and for constraining the supernova distance. However, a detailed parameter study of the available data has been out of reach due to the high dimensionality of the problem coupled with the still significant computational expense. We tackle this issue through the use of machine-learning emulators, which are algorithms for high-dimensional interpolation. These use a pre-calculated training dataset to mimic the output of a complex code but with run times that are orders of magnitude shorter. We present the application of such an emulator to synthetic type II supernova spectra generated with the TARDIS radiative transfer code. The results show that with a relatively small training set of 780 spectra we can generate emulated spectra with interpolation uncertainties of less than one percent. We demonstrate the utility of this method by automatic spectral fitting of two well-known type IIP supernovae; as an exemplary application, we determine the supernova distances from the spectral fits using the tailored-expanding-photosphere method. We compare our results to previous studies and find good agreement. This suggests that emulation of TARDIS spectra can likely be used to perform automatic and detailed analysis of many transient classes putting the analysis of large data repositories within reach.",https://doi.org/10.1051/0004-6361/201936137,2019,10.1051/0004-6361/201936137,"[""q04_preprocessing""]","[""20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706""]",w4_pilot_v0.1,bottom
w4_rq03_017,rq03_spectral_preprocessing,机器学习如何用于恒星光谱的预处理、降噪、归一化、校准或质量改进？,"How is machine learning used for preprocessing, denoising, normalization, calibration, or quality improvement of stellar spectra?",q04_preprocessing,https://openalex.org/W4306968094,The Dawes Review 10: The impact of deep learning for the analysis of galaxy surveys,"Abstract The amount and complexity of data delivered by modern galaxy surveys has been steadily increasing over the past years. New facilities will soon provide imaging and spectra of hundreds of millions of galaxies. Extracting coherent scientific information from these large and multi-modal data sets remains an open issue for the community and data-driven approaches such as deep learning have rapidly emerged as a potentially powerful solution to some long lasting challenges. This enthusiasm is reflected in an unprecedented exponential growth of publications using neural networks, which have gone from a handful of works in 2015 to an average of one paper per week in 2021 in the area of galaxy surveys. Half a decade after the first published work in astronomy mentioning deep learning, and shortly before new big data sets such as Euclid and LSST start becoming available, we believe it is timely to review what has been the real impact of this new technology in the field and its potential to solve key challenges raised by the size and complexity of the new datasets. The purpose of this review is thus two-fold. We first aim at summarising, in a common document, the main applications of deep learning for galaxy surveys that have emerged so far. We then extract the major achievements and lessons learned and highlight key open questions and limitations, which in our opinion, will require particular attention in the coming years. Overall, state-of-the-art deep learning methods are rapidly adopted by the astronomical community, reflecting a democratisation of these methods. This review shows that the majority of works using deep learning up to date are oriented to computer vision tasks (e.g. classification, segmentation). This is also the domain of application where deep learning has brought the most important breakthroughs so far. However, we also report that the applications are becoming more diverse and deep learning is used for estimating galaxy properties, identifying outliers or constraining the cosmological model. Most of these works remain at the exploratory level though which could partially explain the limited impact in terms of citations. Some common challenges will most likely need to be addressed before moving to the next phase of massive deployment of deep learning in the processing of future surveys; for example, uncertainty quantification, interpretability, data labelling and domain shift issues from training with simulations, which constitutes a common practice in astronomy.",https://doi.org/10.1017/pasa.2022.55,2023,10.1017/pasa.2022.55,"[""q04_preprocessing""]","[""20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706""]",w4_pilot_v0.1,rank_shift
w4_rq03_018,rq03_spectral_preprocessing,机器学习如何用于恒星光谱的预处理、降噪、归一化、校准或质量改进？,"How is machine learning used for preprocessing, denoising, normalization, calibration, or quality improvement of stellar spectra?",q04_preprocessing,https://openalex.org/W4284680505,Identification of Mine Mixed Water Inrush Source Based on Genetic Algorithm and XGBoost Algorithm: A Case Study of Huangyuchuan Mine,"Mine water inrush disaster seriously threatens the production of coal mine. Rapid and accurate identification of mine water inrush sources is a key premise for mine water disaster prevention. The conventional research on the identification of water inrush source has focused on a single source, and the identification of mixed water samples from multi-source aquifers in deep coal mining environment is not yet fully explored. In this study, absorption spectrum technology was introduced into the identification of water inrush sources. The absorption spectra of the water samples with different mixing ratios were prepared using the ultraviolet and visible spectrophotometry (UV–Vis) spectrophotometer. In addition, spectral data preprocessing such as scattering correction, baseline correction, smoothing and denoising, and data enhancement were conducted to reduce the influence of experimental error, environment, radiation, molecular interaction, and other factors on the spectral data. Furthermore, a genetic algorithm (GA) was used to improve the seven parameters of the extreme gradient boosting (XGBoost) algorithm, such as learning rate, base model selection, tree parameters, regularization parameters, and iteration times. The deep-learning classifier of mine mixed water sources based on GA-XGBoost was established and used to identify 66 groups of mixed water sources in the Huangyuchuan Mine. The simulation results show that spectral preprocessing and normalization enhancement effectively improved the accuracy of the discriminant model. After 100 cross-validations, the average recognition accuracy of the GA-XGBoost model was 94%, and the results were accurate and reliable. This study provides a new direction and method for the identification of water inrush sources, particularly for mixed water inrush sources. It may also serve as a technical reference for decision-makers to formulate effective coal mine water inrush prevention and control programs and for mine water disaster prevention in similar coalfields in North China.",https://doi.org/10.3390/w14142150,2022,10.3390/w14142150,"[""q04_preprocessing""]","[""20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706""]",w4_pilot_v0.1,rank_shift
w4_rq03_019,rq03_spectral_preprocessing,机器学习如何用于恒星光谱的预处理、降噪、归一化、校准或质量改进？,"How is machine learning used for preprocessing, denoising, normalization, calibration, or quality improvement of stellar spectra?",q04_preprocessing,https://openalex.org/W4353102922,Estimating stellar parameters from LAMOST low-resolution spectra,"ABSTRACT The Large Sky Area Multi-Object Fiber Spectroscopic Telescope (LAMOST) has acquired tens of millions of low-resolution spectra of stars. This paper investigates the parameter estimation problem for these spectra. To this end, we propose the deep learning model StarGRU network (StarGRUNet). This network is applied to estimate the stellar atmospheric physical parameters and 13 elemental abundances from LAMOST low-resolution spectra. On the spectra with signal-to-noise ratios greater than or equal to 5, the estimation precisions are 94 K and 0.16 dex on $T_\texttt {eff}$ and log g respectively, 0.07 to 0.10 dex on [C/H], [Mg/H], [Al/H], [Si/H], [Ca/H], [Ni/H] and [Fe/H], 0.10 to 0.16 dex on [O/H], [S/H], [K/H], [Ti/H] and [Mn/H], and 0.18 and 0.22 dex on [N/H] and [Cr/H]. The model shows advantages over other available models and high consistency with high-resolution surveys. We released the estimated catalogue computed from about 8.21 million low-resolution spectra in LAMOST DR8, code, trained model, and experimental data for astronomical science exploration and data processing algorithm research.",https://doi.org/10.1093/mnras/stad831,2023,10.1093/mnras/stad831,"[""q04_preprocessing""]","[""20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706""]",w4_pilot_v0.1,rank_shift
w4_rq03_020,rq03_spectral_preprocessing,机器学习如何用于恒星光谱的预处理、降噪、归一化、校准或质量改进？,"How is machine learning used for preprocessing, denoising, normalization, calibration, or quality improvement of stellar spectra?",q04_preprocessing,https://openalex.org/W4384201335,Machine learning in solar physics,"Abstract The application of machine learning in solar physics has the potential to greatly enhance our understanding of the complex processes that take place in the atmosphere of the Sun. By using techniques such as deep learning, we are now in the position to analyze large amounts of data from solar observations and identify patterns and trends that may not have been apparent using traditional methods. This can help us improve our understanding of explosive events like solar flares, which can have a strong effect on the Earth environment. Predicting hazardous events on Earth becomes crucial for our technological society. Machine learning can also improve our understanding of the inner workings of the sun itself by allowing us to go deeper into the data and to propose more complex models to explain them. Additionally, the use of machine learning can help to automate the analysis of solar data, reducing the need for manual labor and increasing the efficiency of research in this field.",https://doi.org/10.1007/s41116-023-00038-x,2023,10.1007/s41116-023-00038-x,"[""q02_classification"",""q04_preprocessing""]","[""20260808_144344224124_live_pr31-q01_stellar-spectrum-spectral-classification-machine_n30_dae3d3"",""20260808_144352575552_live_pr31-q03_stellar-spectrum-spectral-denoising-normalizatio_n30_e4e706""]",w4_pilot_v0.1,top
